date,hour,mean_smp,p5_smp,p95_smp,smp_pre,mean_curtailment
2024-10-25,21,66612.91226000006,66612.91226000001,66612.91226000001,66612.91226000001,0.0
2024-10-25,22,66527.30646000004,66527.30645999999,66527.30645999999,66527.30645999999,0.0
2024-10-25,23,66527.30646000004,66527.30645999999,66527.30645999999,66527.30645999999,0.0
2024-10-25,24,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-09-11,1,66835.54505999997,66835.54506,66835.54506,66835.54506,0.0
2024-09-11,2,66765.66495000005,66765.66495,66765.66495,66765.66495,0.0
2024-09-11,3,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-09-11,4,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-09-11,5,66612.91226000006,66612.91226000001,66612.91226000001,66612.91226000001,0.0
2024-09-11,6,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-09-11,7,65508.22979999995,65508.229799999994,65508.229799999994,65508.229799999994,0.0
2024-09-11,8,70702.46699000003,70702.46699,70702.46699,70702.46699,0.0
2024-09-11,9,73136.12487250002,73136.12487249999,73136.12487249999,73136.12487249999,0.0
2024-09-11,10,75031.73160000001,75031.7316,75031.7316,75031.7316,0.0
2024-09-11,11,75031.73160000001,75031.7316,75031.7316,75031.7316,0.0
2024-09-11,12,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-09-11,13,74592.17576499993,74592.17576499999,74592.17576499999,74592.17576499999,0.0
2024-09-11,14,72972.09455000002,72972.09455000001,72972.09455000001,72972.09455000001,0.0
2024-09-11,15,75031.73160000001,75031.7316,75031.7316,75031.7316,0.0
2024-09-11,16,76519.11830999993,76519.11830999999,76519.11830999999,76519.11830999999,0.0
2024-09-11,17,77114.55587999996,77114.55588,77114.55588,77114.55588,0.0
2024-09-11,18,75660.48887,75660.48887,75660.48887,75660.48887,0.0
2024-09-11,19,75660.48887,75660.48887,75660.48887,75660.48887,0.0
2024-09-11,20,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-09-11,21,74030.87952,74030.87952,74030.87952,74030.87952,0.0
2024-09-11,22,73876.48300000001,73876.48300000001,73876.48300000001,73876.48300000001,0.0
2024-09-11,23,72189.60484999992,72189.60484999999,72189.60484999999,72189.60484999999,0.0
2024-09-11,24,68986.48777,68986.48777,68986.48777,68986.48777,0.0
2024-02-12,1,64470.993319999965,64470.99332,64470.99332,64470.99332,0.0
2024-02-12,2,64279.37297500006,64279.372975,64279.372975,64279.372975,0.0
2024-02-12,3,63313.33688999998,63313.336890000006,63313.336890000006,63313.336890000006,0.0
2024-02-12,4,63313.33688999998,63313.336890000006,63313.336890000006,63313.336890000006,0.0
2024-02-12,5,63263.01978000007,63263.019779999995,63263.019779999995,63263.019779999995,0.0
2024-02-12,6,63991.634349999986,63991.63435,63991.63435,63991.63435,0.0
2024-02-12,7,64354.13355749995,64354.1335575,64354.1335575,64354.1335575,0.0
2024-02-12,8,64626.623530000004,64626.623530000004,64626.623530000004,64626.623530000004,0.0
2024-02-12,9,64100.11358249993,64100.113582499995,64100.113582499995,64100.113582499995,0.0
2024-02-12,10,59473.159899999955,59473.1599,59473.1599,59473.1599,0.0
2024-02-12,11,54459.58263000003,54459.582630000004,54459.582630000004,54459.582630000004,0.0
2024-02-12,12,51729.355059999994,51729.35506,51729.35506,51729.35506,0.0
2024-02-12,13,45347.074349999966,45347.074349999995,45347.074349999995,45347.074349999995,0.0
2024-02-12,14,45197.25631000002,45197.25631,45197.25631,45197.25631,0.0
2024-02-12,15,51675.754949999995,51675.75495,51675.75495,51675.75495,0.0
2024-02-12,16,54492.93789999995,54492.937900000004,54492.937900000004,54492.937900000004,0.0
2024-02-12,17,61742.73887,61742.73887,61742.73887,61742.73887,0.0
2024-02-12,18,64872.72845999997,64872.72846,64872.72846,64872.72846,0.0
2024-02-12,19,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-02-12,20,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-02-12,21,65971.60961000004,65971.60961,65971.60961,65971.60961,0.0
2024-02-12,22,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-02-12,23,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-02-12,24,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-12-24,1,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-12-24,2,66679.63474000005,66679.63474000001,66679.63474000001,66679.63474000001,0.0
2024-12-24,3,66527.30646000004,66527.30645999999,66527.30645999999,66527.30645999999,0.0
2024-12-24,4,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-12-24,5,66523.24666750005,66523.2466675,66523.2466675,66523.2466675,0.0
2024-12-24,6,66679.63474000005,66679.63474000001,66679.63474000001,66679.63474000001,0.0
2024-12-24,7,65508.22979999995,65508.229799999994,65508.229799999994,65508.229799999994,0.0
2024-12-24,8,68886.30220999995,68886.30221,68886.30221,68886.30221,0.0
2024-12-24,9,72248.38718000002,72248.38717999999,72248.38717999999,72248.38717999999,0.0
2024-12-24,10,71305.04089999998,71305.0409,71305.0409,71305.0409,0.0
2024-12-24,11,68049.38346000004,68049.38346,68049.38346,68049.38346,0.0
2024-12-24,12,66835.54505999997,66835.54506,66835.54506,66835.54506,0.0
2024-12-24,13,66765.66495000005,66765.66495,66765.66495,66765.66495,0.0
2024-12-24,14,66293.79272999996,66293.79273,66293.79273,66293.79273,0.0
2024-12-24,15,66765.66495000005,66765.66495,66765.66495,66765.66495,0.0
2024-12-24,16,68049.38346000004,68049.38346,68049.38346,68049.38346,0.0
2024-12-24,17,71059.96292999998,71059.96293,71059.96293,71059.96293,0.0
2024-12-24,18,71167.21381000003,71167.21381,71167.21381,71167.21381,0.0
2024-12-24,19,70197.16453000005,70197.16453,70197.16453,70197.16453,0.0
2024-12-24,20,70702.46699000003,70702.46699,70702.46699,70702.46699,0.0
2024-12-24,21,66835.54505999997,66835.54506,66835.54506,66835.54506,0.0
2024-12-24,22,66765.66495000005,66765.66495,66765.66495,66765.66495,0.0
2024-12-24,23,66765.66495000005,66765.66495,66765.66495,66765.66495,0.0
2024-12-24,24,65508.22979999995,65508.229799999994,65508.229799999994,65508.229799999994,0.0
2024-01-23,1,65855.04683999998,65855.04684,65855.04684,65855.04684,0.0
2024-01-23,2,66612.91226000006,66612.91226000001,66612.91226000001,66612.91226000001,0.0
