기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2024/05/14,115.08,102.53,91.52,91.52,99.62,115.36,115.08,114.71,139.03,139.23,154.11,133.45,153.44,133.45,144.28,148.47,152.48,142.07,133.84,144.28,140.52,141.09,140.16,116.46,154.11,91.52,130.07
2024/05/13,97.18,89.24,83.22,82.66,83.22,91.31,104.06,114.26,138.14,138.2,133.51,138.14,133.35,133.51,154.05,133.51,143.5,137.22,141.97,139.24,139.36,139.48,141.97,137.85,154.05,82.66,125.55
2024/05/12,95.89,83.24,82.72,82.72,91.71,95.89,100.77,98.28,82.72,91.2,118.07,114.65,112.58,90.95,90.89,90.95,90.57,97.03,98.85,118.95,118.99,110.79,110.79,98.94,118.99,82.72,99.04
2024/05/11,115.85,98.58,91.92,90.32,96.22,115.64,140.33,96.22,84.88,92.62,113.42,109.89,146.08,114.57,146.53,115.04,115.23,115.23,140.36,140.54,140.54,140.54,115.89,140.54,146.53,84.88,117.86
2024/05/10,115.08,114.95,103.59,103.86,103.59,114.56,115.27,114.99,138.37,138.5,134.09,132.86,132.03,132.53,134.09,133.41,134.95,139.1,134.09,134.09,133.4,138.05,138.07,126.3,139.1,103.59,127.23
2024/05/09,126.44,115.86,115.86,95.82,113.76,125.53,129.12,129.52,150.76,156.91,141.06,135.12,113.79,132.29,138.36,134.54,132.82,137.22,137.22,140.89,140.53,140.59,138.1,138.11,156.91,95.82,132.4
2024/05/08,133.77,115.54,115.48,115.48,115.48,115.63,136.32,139.32,145.64,145.64,135.29,136.15,136.41,136.16,136.16,138.14,134.97,135.05,139.64,139.68,139.69,139.66,139.66,139.45,145.64,115.48,134.12
2024/05/07,112.97,107.48,107.48,107.48,107.48,107.48,113.89,115.27,141.16,153.22,142.44,140.89,133,140.89,141.45,142.11,163.28,140.89,140.89,144.08,140.89,138.49,138.49,138.32,163.28,107.48,133.22
2024/05/06,108.05,91.51,91.51,91.51,91.51,91.51,92.25,113.52,138.17,139.12,139.83,155.79,139,153.96,153.96,154.02,161.22,144.55,144.55,144.55,144.55,141.8,139.12,138.12,161.22,91.51,131.83
2024/05/05,114.43,95.32,93.05,91.03,91.15,90.99,91.49,91.16,91.16,91.49,110.03,94.1,104.6,106.12,136.65,133.02,134.94,144.79,144.81,144.86,144.82,144.86,144.79,144.77,144.86,90.99,116.93
2024/05/04,139.09,138.94,138.94,138.84,138.95,139.16,139.21,138.9,105.2,124.18,139.21,139.14,192.34,139.18,139.18,145.74,145.59,138.85,138.87,139.16,139.13,138.92,138.92,138.92,192.34,105.2,139.52
2024/05/03,137.55,137.57,137.57,123.81,125.86,137.61,137.57,137.46,137.65,138.45,138.5,139.19,132.17,138.48,138.31,138.24,139.15,139.19,139.24,148.73,139.63,142.88,139.47,143.51,148.73,123.81,138.05
2024/05/02,137.12,112.5,137.11,103.12,137.03,137.14,137.14,136.97,137.11,140.4,140.4,134.54,130.92,133.55,133.08,129.4,142.87,139.21,144.28,144.28,144.28,144.24,139.62,139.89,144.28,103.12,136.12
2024/05/01,141.27,141.27,141.25,112.25,113.6,141.27,141.27,141.17,103.13,103.68,111.57,111.2,103.27,103.52,110,109.23,103.24,113.97,134.3,137.18,141.27,141.28,141.29,141.3,141.3,103.13,125.19
2024/04/30,129.76,110.09,103.86,103.17,103.86,110.41,129.76,162.45,164.89,143.48,129.76,129.76,102.72,110.95,129.76,130.41,141,162.45,162.45,151.26,151.24,143.36,143.14,143.15,164.89,102.72,134.27
2024/04/29,97.91,92.37,92.37,92.37,101.4,101.4,101.4,115.35,157.67,151.3,188.25,150.98,148.12,151.1,158.03,162.45,162.45,145.36,147.01,145.36,145.31,162.45,141.46,141.36,188.25,92.37,138.91
2024/04/28,99.37,85.8,83.15,83.15,92.55,99.37,103.6,100.07,78.9,94.12,99.93,95.34,94.25,94.06,99.76,100.4,100.69,114.14,114.14,117.74,115.13,103.42,103.63,100.23,117.74,78.9,99.55
2024/04/27,145.3,145.16,145.22,116.87,116.87,145.26,160.45,162.15,116.36,114.48,119.99,117.9,151.14,117.78,117.78,117.9,117.96,116.3,162.04,146.58,160.27,146.59,146.53,146.61,162.15,114.48,136.5
2024/04/26,155.67,118.84,115.89,113.96,113.96,116.18,142.42,142.4,142.77,143.46,143.02,142.94,135.42,142.58,142.58,136.02,142.45,146.28,147.27,146.94,146.73,145.29,142.91,142.39,155.67,113.96,138.37
2024/04/25,141.9,141.9,141.87,116.33,141.88,141.91,151.19,141.91,153.56,142.29,136.22,136.22,114.07,131.71,131.71,131.71,130.07,135.85,141.48,151.39,151.36,142.17,141.9,141.9,153.56,114.07,139.22
2024/04/24,116.44,116.08,113.42,113.42,113.42,115.29,139.87,139.98,150.91,150.21,158.95,149.98,135.6,145.79,149.96,135.6,135.6,142.92,145.83,149.7,146.55,145.82,159.03,144.07,159.03,113.42,139.08
2024/04/23,159.63,118.33,116.08,113.91,115.28,116.16,141.65,141.81,188.25,142.15,133.68,134.53,129.61,133.68,136.09,141.62,146.73,146.74,157.49,152.77,151.88,146.74,142.27,141.8,188.25,113.91,140.39
2024/04/22,96.34,85.66,91.72,91.99,85.66,91.81,115.89,116.25,146.78,145.37,145.25,140.31,97.05,138.58,141.54,142.25,142.31,142.78,151.86,152.41,151.69,142.64,142.67,142.12,152.41,85.66,129.13
2024/04/21,100.02,92.55,88.34,83.74,84.51,88.34,92.55,87.32,81.92,85.72,86.13,81.92,81.92,95.39,97.87,96.08,96.08,100.81,121.97,125.6,126.59,125.6,125.6,117.88,126.59,81.92,99.47
2024/04/20,120.95,93.46,92.38,92.86,92.86,100.87,100.87,100.87,117.29,119.23,119.18,119.06,118.28,119.06,160.27,159.93,158.39,146.72,146.82,160.27,146.83,146.84,146.82,119.26,160.27,92.38,125.86
2024/04/19,116.23,96.19,86.09,85.93,86.09,99.29,101.47,113.62,122.65,113.59,97.3,97.25,96.34,96.88,97.28,102.48,116.93,117.21,120.65,138.57,138.54,138.48,117.84,117.02,138.57,85.93,109.91
2024/04/18,116.23,95.91,95.64,95.83,101.22,116.28,116.18,113.47,146.69,135.68,135.68,135.68,113.51,130,135.51,135.51,136.29,138.47,140.08,142.61,146.71,140.23,146.61,130.45,146.71,95.64,127.61
2024/04/17,116.28,116.28,111.46,103.31,109.1,111.58,111.46,143.54,143.61,144.31,142.71,133.41,114.46,128.88,133.41,133.41,129.77,132.9,139.01,147.28,147.4,145.84,143.61,143.61,147.4,103.31,131.11
2024/04/16,115.61,109.93,99.29,95.57,99.29,101.47,115.89,142.93,143.03,191.97,142.99,142.75,137.15,137.15,137.28,141.79,141.55,137.12,138.79,142.3,143.04,143.05,143.06,143.06,191.97,95.57,133.54
2024/04/15,98.68,92.47,85.9,85.65,85.9,85.9,92.5,113.47,149.68,188.14,188.25,146.71,137.15,143.08,146.89,146.73,140,143.08,144.49,144.49,144.33,144.34,144.34,114.84,188.25,85.65,132.87
2024/04/14,99.52,94.96,86.66,86.65,86.68,100.28,99.37,94.77,95.19,98.75,97.48,97.23,94.12,94.57,95.51,118.2,118.2,139.73,119,141.75,139.71,119.84,119.08,98.5,141.75,86.65,106.62
2024/04/13,100.36,92.86,86.9,86.9,86.9,100.94,101.13,92.86,96.25,98.07,98.09,97.68,96.23,95.49,95.65,96.38,97.68,97.82,98.06,98.32,98.83,99.09,99.6,111.31,111.31,86.9,96.92
2024/04/12,101.85,99.08,87.57,87.34,87.57,95.88,102.01,101.85,137.41,148.26,142.3,142.3,119.09,119.09,119.09,119.09,116.23,97.41,98.42,99.08,99.18,99.44,99.29,99.98,148.26,87.34,109.42
2024/04/11,102.01,96.31,86.93,85.92,86.93,96.31,102.32,113.53,158.09,164.2,137.28,141.68,117.79,144.41,117.79,143.55,117.79,128.39,141.14,142.3,141.05,114.74,141.61,116.33,164.2,85.92,123.75
2024/04/10,117.35,102.4,95.98,95.95,99.16,149.78,149.95,149.88,110.38,137.44,150.28,116.18,116.18,143.15,115.93,137.44,109.98,110.69,147.73,147.74,147.75,147.74,147.77,142.26,150.28,95.95,129.34
2024/04/09,101.22,95.68,86.84,86.84,87.05,95.96,126.78,129.76,144.51,144.45,136.64,133.59,113.17,129.76,133.59,133.59,133.59,142.3,137.98,137.98,136.88,131.6,129.76,129.76,144.51,86.84,124.5
2024/04/08,99.08,99.08,96.22,86.38,86.38,99.08,113.07,129.76,162.45,151.46,137.43,136.47,135.8,135.82,136.52,136.13,137.13,162.45,137.16,137.16,141.61,132.51,129.76,129.76,162.45,86.38,128.6
2024/04/07,102.88,93.12,86.6,86.5,97.67,103.05,103.19,102.56,94.86,95.92,96.53,94.95,93.55,95.36,95.62,96.14,98.07,130.14,130.14,114.48,101.93,102.09,102.09,102.4,130.14,86.5,101.42
2024/04/06,117.76,103.22,96.62,96.08,96.28,103.54,103.54,103.54,96.77,102.75,96.9,96.88,96.62,96.44,96.42,96.27,97,114.7,101.64,130.71,130.71,130.71,130.71,130.71,130.71,96.08,107.75
2024/04/05,129.76,129.76,103.65,95.35,102.33,104.4,129.76,129.76,144.59,154.77,138.52,139.67,139.32,150.26,150.26,139.41,139.2,129.76,142.3,137.93,144.6,144.61,144.42,129.76,154.77,95.35,133.99
2024/04/04,129.76,129.76,106.84,103.82,111.32,129.76,129.76,146.37,148.26,162.45,150.27,150.27,145.28,150.24,150.26,162.45,141.62,145.33,145.37,162.45,145.24,143.27,143.28,143.21,162.45,103.82,141.69
2024/04/03,110.63,146.19,112.36,112.47,112.47,112.47,115.06,140.28,142.51,162.45,163.37,150.25,143.89,149.38,149.38,158.57,146.34,146.33,146.34,146.33,143.99,143.67,142.3,141.59,163.37,110.63,140.41
2024/04/02,115.99,111.98,105.97,102.71,105.65,111.98,142.02,156.19,149.36,156.47,137.05,114.55,112.27,114.46,130.61,140.62,141.61,144.54,147.63,147.14,147.18,145.8,145.89,141.96,156.47,102.71,133.07
2024/04/01,116.23,95.81,85.94,83.92,85.94,95.81,103.74,116.28,151.81,147.06,117.4,107.12,95.77,96.89,105.79,110.39,120.06,120.06,138.71,141.78,146.34,146.34,146.34,146.14,151.81,83.92,119.45
2024/03/31,125.81,125.9,115.4,108.24,118.72,125.9,153.36,141.4,95.87,95.89,105.33,95.87,91.56,91.52,100.21,95.09,95.87,123.56,142.6,127.81,127.81,153.41,127,141.9,153.41,91.52,119.72
2024/03/30,156.58,156.59,123.59,120.9,123.59,156.46,156.6,126.58,112.28,112.28,154.22,122,122,122,122,100.55,102.33,119.45,142.5,148.37,148.38,148.38,148.34,154.26,156.6,100.55,134.18
2024/03/29,146.02,120.07,120.07,120.07,120.07,120.07,156.03,156.03,156.38,156.01,130.98,120.09,117.98,120.07,119.96,130.67,153.27,148.37,153.28,153.28,157.16,157.03,155.96,156.04,157.16,117.98,140.02
2024/03/28,120.54,119.97,119.97,119.97,119.97,119.97,120.42,153.23,154.96,167.81,158.88,158.88,146.5,158.88,159.69,165.47,158.88,158.88,158.88,158.88,155.05,150.35,151.71,153.22,167.81,119.97,147.72
2024/03/27,149.86,120.59,118.5,116.57,118.5,121.18,151.82,151.81,155.71,165.47,159.69,159.29,148.03,156.6,160.09,168.71,171.24,153.96,155.71,155.71,153.96,156.25,151.77,153.69,171.24,116.57,149.86
2024/03/26,151.54,120.11,120.11,120.24,120.24,120.24,126.78,153.24,159.51,203.29,159.51,154.11,119.5,153.92,154.1,154.1,154.11,159.51,160.73,160.96,159.51,154.12,155.16,153.86,203.29,119.5,149.27
2024/03/25,124.24,105.24,105.24,105.24,105.24,105.24,156.31,156.5,163.29,208.14,163.02,156.2,150.87,162.11,162.33,162.39,156.2,156.2,162.11,156.21,156.15,153.07,153.02,152.89,208.14,105.24,150
2024/03/24,127.8,104.62,104.62,100.21,104.62,125.92,130.8,122.6,95.83,100.21,100.21,96.49,95.77,95.77,95.42,91.38,95.47,104.78,127.57,130.54,130.54,129.41,129.5,128.34,130.8,91.38,112.21
2024/03/23,158.33,156.67,124.91,120.02,139.13,156.68,156.69,156.69,156.69,105.68,126.62,127.32,100.55,105.24,104.91,95.27,95.53,104.76,157.38,157.4,157.41,157.42,157.42,157.43,158.33,95.27,136.36
2024/03/22,168.26,168.25,121.65,121.65,153.45,153.6,156.03,156.92,155.27,155.08,146.81,124.8,100.13,120.19,119.58,153.27,153.28,153.28,153.28,153.4,153.4,153.46,153.57,160.11,168.26,100.13,146.64
2024/03/21,127.41,108.69,103.53,103.34,107.31,127.59,127.59,153.23,148.94,146.86,151.23,150.46,126.25,147.14,149.42,149.29,149.29,149.29,147.14,149.62,148.82,148.58,152.59,152.62,153.23,103.34,139.27
2024/03/20,124.24,107.31,103.39,103.32,103.63,118.48,125.91,129.18,153.28,147.17,147.16,148.55,112.79,121.17,123.12,132.49,125.62,125.62,146.98,147.59,147.64,147.69,152.99,153,153.28,103.32,132.18
2024/03/19,124.24,101.77,101.77,101.77,101.77,104.28,120.27,145.22,145.92,165.47,154.48,154.48,145.91,154.48,154.44,153.28,145.92,146.58,148.67,148.93,147.72,147.03,151.27,151.28,165.47,101.77,139.72
2024/03/18,124.98,90.83,86.3,86.3,86.3,94.53,109.22,133.27,146.19,170.03,169.72,154.46,146.17,154.43,146.17,153.26,146.17,146.17,146.19,146.19,146.19,145.53,151.89,151.89,170.03,86.3,137.26
2024/03/17,133.54,106.51,95.97,95.97,95.97,128.43,133.91,131.52,99.15,95.96,93.07,105.37,116.59,91.76,100.21,91.41,91.41,105.37,133.04,133.54,160.68,160.64,160.6,160.53,160.68,91.41,119.22
2024/03/16,155.71,155.71,155.71,136.23,155.72,155.72,155.72,154.82,117.62,106.25,99.48,95.68,100.55,95.65,104.91,99.48,104.91,131.81,147.46,158.07,158.08,158.08,158.08,158.09,158.09,95.65,136.04
2024/03/15,145.83,121.02,112.56,103.57,115.89,143.38,154.93,154.91,162.35,150.18,146.39,148.62,99.07,97.01,100.77,131.45,117.73,121.04,148.29,148.49,148.64,154.9,154.91,154.94,162.35,97.01,135.84
2024/03/14,128.74,117.07,107.31,103.63,107.4,129.19,130.62,153.73,171.96,171.24,159.69,146.76,141.76,141.76,141.73,141.73,140.55,145.92,160.08,160.09,153.27,153.27,152.34,152.35,171.96,103.63,143.28
2024/03/13,146.27,107.91,107.91,108.17,108.17,108.69,150.12,156.34,160.51,175.87,167.07,167.8,156.34,156.34,156.34,156.34,157.7,156.32,159.41,158.22,156.34,152.76,151.32,152.91,175.87,107.91,148.44
2024/03/12,148.87,107.12,107.12,107.12,107.12,107.12,149.52,153.02,160.1,179.39,170.48,168.38,160.21,160.3,159.57,157.72,158.89,159.79,160.21,160.21,154.56,152.75,158.79,158.81,179.39,107.12,150.47
2024/03/11,108.05,83.44,84.24,84.24,84.24,84.24,108.05,108.69,163.58,177.79,163.34,153.78,153.48,153.69,153.74,159.97,153.74,153.74,153.8,153.8,153.76,153.76,153.61,151.21,177.79,83.44,138.49
2024/03/10,156.87,154.76,110.09,110.35,110.35,154.77,158.83,155.25,110.09,91.64,91.77,91.28,91.29,6.93,82.66,91.5,93.74,106.51,156.25,156.39,156.09,156.1,156.1,159.56,159.56,6.93,124.66
2024/03/09,157.84,110.46,110.46,109.16,110.73,110.73,157.36,158.88,110.73,110.46,100.55,107.76,95.71,95.41,95.43,95.96,107.57,154.25,154.27,156.13,159.46,159.97,161.45,158.78,161.45,95.41,128.79
2024/03/08,108.22,99.07,94.56,90.83,94.55,95.86,109.48,139.5,159.69,171.52,161.97,158.96,152.91,159.69,159.69,159.69,153.07,145.66,150.75,145.67,142.91,108.69,109.48,120.38,171.52,90.83,134.51
2024/03/07,107.31,94.48,90.83,90.83,90.83,95,108.17,108.69,165.47,179.82,174.71,165.47,154.48,159.69,154.67,145.83,145.83,145.83,153.29,145.07,148.6,139.29,131.2,131.94,179.82,90.83,136.59
2024/03/06,107.38,95.03,94.64,94.64,94.36,94.73,108.17,140.03,171.11,172.44,165.47,165.47,152.65,159.37,159.37,159.69,153.29,153.53,153.91,154.12,152.7,152.35,152.35,152.35,172.44,94.36,142.25
2024/03/05,100.13,94.8,94.8,94.8,94.8,94.8,105.85,107.38,159.69,177.25,163.12,163.39,146.27,163.39,157.4,162.57,157.01,153.8,153.56,148.78,153.56,154.06,131.23,131.19,177.25,94.8,138.43
2024/03/04,99.07,86.82,80.97,80.97,80.97,81.81,92.63,108.69,173.82,175.21,160.61,154.06,146.22,150.25,149.63,149.63,146.22,146.22,148.56,148.63,145.43,131.05,107.12,107.12,175.21,80.97,130.21
2024/03/03,107.39,100.21,82.66,82.66,82.66,99.15,105.8,107.39,95.99,107.39,100.21,104.76,95.93,95.93,95.68,95.7,95.94,96.31,107.21,107.39,107.39,107.54,107.39,107.39,107.54,82.66,100.18
2024/03/02,100.28,99.48,95.38,91.24,91.24,95.38,99.48,102.02,101.85,104.14,100.76,95.88,95.22,95.88,99.48,100.55,99.48,100.55,100.55,100.55,105.29,100.55,100.55,99.48,105.29,91.24,99.07
2024/03/01,107.39,95.3,87.89,86.5,88.78,100.21,111.4,111.4,111.67,109.57,99.15,99.15,96.36,95.91,95.91,98.25,100.21,128.34,109.57,109.83,109.83,110.35,112.19,112.19,128.34,86.5,104.05
2024/02/29,109.09,96.62,96.62,96.62,96.62,99.12,110.27,124.19,162.57,171.88,163.68,158.34,149.39,164.92,157.54,150.82,157.52,149.11,149.85,142.01,134.5,134.35,132.84,132.86,171.88,96.62,137.36
2024/02/28,109.7,92.34,85.82,85.98,85.97,101.78,109.96,132.52,166.76,164.92,164.92,159.31,149.22,154.34,150.57,150.46,151.04,147.08,151.04,147.08,147.08,141.02,133.04,132.67,166.76,85.82,135.97
2024/02/27,114.27,100.78,92.34,85.81,92.34,112.55,114.18,153.93,160.51,160.67,157.09,151.34,147.25,147.25,147.25,147.25,151.34,151.04,159.17,147.26,139.16,137.9,133.92,132.4,160.67,85.81,136.1
2024/02/26,101.78,83.96,80.08,74.81,80.08,80.08,92.34,119.04,170.68,181.65,168.26,159.17,147.37,147.37,147.37,147.37,148.88,154.9,149.01,147.38,138.68,148.04,148.07,148.07,181.65,74.81,135.17
2024/02/25,100.41,89.22,75.82,75.82,75.82,75.82,92.06,96.29,110.16,108.76,101.47,96.29,96.29,87.37,87.37,87.79,100.41,108.04,160.46,127.97,109.36,101.47,97.34,97.91,160.46,75.82,99.06
2024/02/24,110.99,88.62,86.67,86.74,86.8,86.83,92.08,92.08,130.87,160.14,150.42,138.63,108.33,108.05,107.64,94.52,107.72,107.72,127.59,107.07,100.44,90.12,90.12,100.44,160.14,86.67,107.17
2024/02/23,95.74,83.96,83.96,79.84,79.84,83.96,93.11,129.61,167.41,171.88,170.68,170.68,152.18,170.68,159.17,161.8,152.17,141.94,133.19,133.2,130.3,129.64,106.98,101.78,171.88,79.84,131.53
2024/02/22,95.74,83.96,79.84,79.84,79.84,94.46,92.34,113.73,159.11,159.79,167.11,169.43,152.23,155.92,162.32,159.17,152.23,152.23,139.41,137.64,133.04,126.08,126.63,129.94,169.43,79.84,132.69
2024/02/21,94.95,79.84,79.84,79.84,79.84,83.96,86.92,106.28,159.53,160.61,159.12,163.06,153.14,161.61,170.2,153.73,151.97,143.31,139.49,137.67,130.04,130.13,109.09,118.96,170.2,79.84,129.65
2024/02/20,100.71,75.9,75.9,79.92,75.9,83.96,92.34,105.33,159.17,170.68,159.16,162.72,151.45,160.83,159.17,151.44,152.57,151.45,140.59,136.34,132.95,126.08,109.17,106.12,170.68,75.9,129.37
2024/02/19,83.96,75.96,75.96,75.96,75.96,75.96,78.59,85.64,130.28,156.54,155.93,159.73,133.9,159.53,175.97,174.91,151.03,133.9,133.85,127.64,125.99,95.5,93.8,91.02,175.97,75.96,122.33
2024/02/18,93.37,92.06,86.9,78.2,78.2,87.06,87.18,87.18,92.06,93.68,94.93,95.42,94.11,93.78,93.74,93.22,93.12,93.52,96.29,94.93,94.89,94.11,94.11,94.11,96.29,78.2,91.56
2024/02/17,99.69,92.08,78.66,83.73,83.73,86.97,92.08,92.94,96.32,106.61,100.44,94.55,87.17,87.16,86.96,87.13,91.4,96.32,100.44,100.44,100.44,100.44,100.44,100.44,106.61,78.66,93.8
2024/02/16,107.06,94.9,94.41,94.41,94.41,94.9,107.52,117.89,151.03,174.5,141.16,149.56,132.82,133.47,133.47,133.47,133.48,133.51,140.46,133.55,110.5,110.31,107.06,118.7,174.5,94.41,123.82
2024/02/15,95.33,78.43,78.43,78.43,78.43,78.43,95.33,101.78,134.24,166.97,159.28,154.07,133.38,153.55,153.26,139.82,133.54,133.56,133.18,133.39,115.93,101.78,101.78,95.93,166.97,78.43,120.68
2024/02/14,96.58,78.43,78.43,78.43,78.43,78.43,83.96,114.78,154.25,164.92,164.06,165.39,145,166.1,160.19,156.43,158.85,145,145,148.66,126.16,126.16,122.52,114.19,166.1,78.43,130.38
2024/02/13,100.71,77.03,77.03,77.03,77.03,77.03,83.1,100.71,160.36,179.03,176.44,176.44,145.18,153.55,153.55,151.01,154.17,145.18,145.43,133.34,108.37,101.78,100.71,101.78,179.03,77.03,126.31
2024/02/12,100.41,100.41,92.06,83.71,90.28,92.47,100.41,100.41,96.29,83.71,75.36,74.78,0,6.87,75.36,75.36,96.29,104.71,100.41,100.41,100.41,100.41,100.41,100.41,104.71,0,87.58
2024/02/11,100.41,96.29,94.81,92.24,92.38,94.06,100.41,98.31,93.38,75.02,75.61,75.02,0,6.86,66.22,69.51,69.51,96.29,100.41,100.41,100.41,100.41,101.47,101.47,101.47,0,85.93
2024/02/10,99.9,93.85,93.14,80.09,83.71,83.71,92.06,92.06,83.71,67.55,65.96,0,6.31,74.67,75.66,67.79,72.9,84.56,100.41,100.41,100.41,100.41,101.47,101.27,101.47,0,82.41
2024/02/09,92.52,83.71,77.45,77.17,77.45,77.45,80.98,76.93,77.95,75.02,75.29,75.29,74.15,74.15,75.29,75.29,92.06,96.29,100.41,99.32,100.03,100.34,100.41,100.41,100.41,74.15,85.41
2024/02/08,96.71,95.77,86.09,79.93,79.93,86.34,92.34,96.58,139.29,167.09,139.48,118.3,108.9,120.04,120.39,108.35,108.35,101.78,101.78,93.52,93.08,92.52,92.54,92.34,167.09,79.93,105.37
2024/02/07,127.84,126.08,107.1,101.78,107.34,126.08,128.2,146.81,156.54,170.68,157.3,153.55,149.37,150.75,150.27,151.32,151.32,151,151.25,146.86,146.77,136.74,131.01,136.74,170.68,101.78,141.27
2024/02/06,126.92,93.81,93.81,93.81,93.81,93.81,109.57,146.6,151.3,176.44,156.21,153.55,150.31,153.52,153.52,153.5,150.32,149.7,147.24,144.87,144.87,143.79,136.74,136.74,176.44,93.81,137.69
2024/02/05,103.33,76.91,76.91,76.91,76.91,76.91,93.78,130.04,166.59,228.89,172.5,168.52,151.28,157.26,168.52,171.1,167.34,158.05,155.5,151.36,150.29,150.1,150.08,151.01,228.89,76.91,144.12
2024/02/04,92.06,80.17,78.24,74.49,76.8,78.49,80.13,87.96,98.14,96.54,100.41,88.57,87.99,87.8,88.05,101.6,100.09,104.39,101.47,101.47,100.41,100.41,100.41,100.41,104.39,74.49,92.26
2024/02/03,101.5,83.73,83.73,77.36,77.36,78.15,92.08,92.08,101.68,110.72,109.66,109.4,94.92,108.07,107.88,107.88,104.74,101.5,105.2,101.5,98.49,92.08,92.67,97.37,110.72,77.36,97.18
2024/02/02,113.2,92.34,92.34,92.34,92.34,92.34,106.98,129.25,149.55,161.17,151.37,146.9,113.63,135.09,135.09,135.07,149.05,135.11,135.13,134.86,133.45,133.45,114.05,133.59,161.17,92.34,127
2024/02/01,101.78,77.6,77.69,77.67,77.53,83.96,96.58,129.61,167.14,170.68,181.33,170.68,152.52,152.56,152.56,154.06,152.56,150.54,150.54,150.54,133.32,127.67,126.38,126.08,181.33,77.53,134.02
2024/01/31,143.29,106.92,105.83,104.31,105.94,109.05,125.12,142.9,175.05,209.36,190.64,181.22,165.06,175.16,182.39,168.69,171.27,164.86,164.87,151.89,141.05,139.49,138.59,138.98,209.36,104.31,153.15
2024/01/30,139.49,96.58,92.87,92.87,92.87,104.31,125.12,143.59,167.4,195.14,175.32,170.37,164.49,182.4,166.53,167.4,177.36,165.28,164.49,162.61,162.61,151.26,151.33,151.08,195.14,92.87,150.7
2024/01/29,80.92,75.88,75.37,75.37,75.88,77.08,87.48,139.64,171.14,201.24,174.64,179.45,164.87,164.9,167.4,165.36,189.27,165.45,165.52,159.52,141.44,141.44,141.44,139.49,201.24,75.37,142.89
2024/01/28,96.48,85.11,78.69,78.69,78.69,78.69,85.05,88.07,89.03,89.25,89.21,89.17,89.13,87.91,87.91,84.92,89.05,89.45,117.92,117.7,117.62,95.74,96.3,96.69,117.92,78.69,92.05
2024/01/27,111.65,97.53,84.38,84.38,84.38,84.47,89,106.84,142.26,142.17,155.46,143.63,136.82,136.95,135.96,139.91,133.43,141.77,141.87,141.79,138.22,108.11,108.19,110.27,155.46,84.38,120.84
2024/01/26,160.36,125.12,114.72,114.72,114.72,114.72,139.49,162.16,169.33,190.97,173.86,169.39,159.74,166,166.01,167.38,167.53,167.38,164.19,162.48,162.43,162.46,141.73,162.46,190.97,114.72,155.69
2024/01/25,142.71,114.72,114.72,114.72,114.72,114.72,132.9,158.34,166.34,194.52,167.8,167.74,164.12,167.66,167.63,177.49,167.63,167.69,167.72,167.23,165.2,165.05,165.08,165.1,194.52,114.72,156.66
2024/01/24,167.07,143,134.45,134.45,135.09,135.09,143.1,167.08,177.17,208.22,175.93,172.74,168.34,168.37,166.68,166.37,168.22,167.4,167.4,166.27,165.4,164.11,163.81,164.11,208.22,134.45,163.39
2024/01/23,143.1,131.42,131.42,131.42,131.42,131.42,137.85,167.39,168.32,198.32,187.07,180.2,164.6,167.03,172.11,189.16,185.47,182.43,172.31,167.38,165.52,163.27,163.25,167.07,198.32,131.42,164.48
2024/01/22,104.31,80.32,80.32,80.32,80.32,80.32,83.96,139.49,177.37,198.32,198.32,179,167.4,167.4,179,191.39,167.4,167.4,167.41,167.41,161.94,139.49,139.49,141.64,198.32,80.32,148.7
2024/01/21,135.9,88.89,78.49,77.3,77.3,78.46,78.49,78.49,87.75,104,114.37,88.81,85.68,104,104,111.36,126.06,130.64,134.6,132.49,119.62,109.86,109.82,114.37,135.9,77.3,103.89
2024/01/20,112.69,84.59,84.54,80.76,80.76,84.54,87.3,86.75,132.03,138.7,139.16,139.15,126.55,130.68,135.24,130.28,119.65,119.65,131.06,125.88,124.78,114.4,107.81,114.4,139.16,80.76,114.21
2024/01/19,97.4,91.74,91.74,91.74,91.74,91.74,114.72,142.8,167.38,207.99,178.02,167.36,167.36,167.35,167.35,167.4,167.36,167.36,167.36,162.11,152.71,141.05,131.89,141.05,207.99,91.74,145.89
2024/01/18,97.44,90.96,90.96,90.96,90.96,90.96,114.72,141.05,167.97,197.68,189.39,186.73,167.96,167.95,169.73,169.73,167.95,167.96,167.96,167.96,140.76,139.49,131.94,140.76,197.68,90.96,147.06
2024/01/17,126.44,106.55,106.55,107.11,106.55,106.55,114.72,141.83,177.55,177.63,185.39,177.63,165.96,167.39,167.81,167.7,167.39,165.96,164.75,163.71,163.71,159.59,139.49,163.37,185.39,106.55,152.17
2024/01/16,142.12,104.31,91.78,91.78,91.78,91.78,126.44,143.43,167.46,177.28,170.36,177.59,165.08,167.19,167.34,167.24,167.42,165.1,165.09,162.33,160.38,153.98,137.63,154.22,177.59,91.78,148.42
2024/01/15,95.66,78.7,78.7,78.7,78.7,78.7,91.72,144.08,176.28,200.65,182.4,177.38,165.73,165.74,167.41,167.4,167.4,165.76,165.52,164.38,162.75,162.57,162.57,162.57,200.65,78.7,147.8
